image,gender,color,material,sleeve,pattern,neckline,style,category,item_ID
<PIL.Image.Image image mode=RGB size=594x600 at 0x79C77DD5A450>,Female,Multi Color,Chiffon,Sleeveless,,V-Necks,Printed,Casual Dresses,1001344
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD59DC0>,Female,Black,Polyester Spandex,,,,Printed,Leggings,1001345
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6CF80>,Female,,Chiffon,Long Sleeved,,Off The Shoulder,,,1001346
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6D310>,Female,Black,Spandex,Sleeveless,,V-Necks,Bodycon,Clubbing Dresses,1001347
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6D640>,Female,,Faux Fur,,Quilted,,,Capes & Capelets,1001348
<PIL.Image.Image image mode=RGB size=475x600 at 0x79C77DD6D940>,Female,,Lace,Sleeveless,Crochet Mesh,,,Swimsuit Cover-ups,1001349
<PIL.Image.Image image mode=RGB size=391x597 at 0x79C77DD6DCA0>,Male,,,Long Sleeved,,Collared,Furry,Jackets,100135
<PIL.Image.Image image mode=RGB size=600x370 at 0x79C77DD6DFA0>,Female,,Faux Fur,,,,,Jackets,1001350
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6C500>,Neutral,Black Gray,,,,,,Casual Shoes,1001351
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD5B6B0>,Female,,Lace,Sleeveless,Crochet,Off The Shoulder,Embroidered,Crop Tops,1001352
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6E810>,Male,,,,,,,Casual Shorts,1001353
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6EB10>,Neutral,,Polyester,Long Sleeved,,V-Necks,,Kimonos,1001355
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6EE40>,Female,Green,,,Floral Ruffles,Off The Shoulder,,Swimsuits,1001358
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C79FFF7680>,Female,,,Long Sleeved,,V-Necks,Pleated,Dresses,1001359
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD5B830>,Female,,Polyester Spandex,Short Sleeves,Geometric,Off The Shoulder,Bodycon,Dresses,100136
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD5BFE0>,Female,,,,Floral,,Pleated,Skirts,1001360
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE63860>,Female,Green Pink Red,,Sleeveless,,Off The Shoulder,Pleated,Skirts,1001361
<PIL.Image.Image image mode=RGB size=600x517 at 0x79C77DD5B1A0>,Female,,,,,,,Yoga Pants,1001362
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD3D790>,Female,,,Sleeveless,,V-Necks,Vintage Retro,Casual Dresses,1001363
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6DFD0>,Female,Blue,Polyester,Long Sleeved,,V-Necks,Wrap,Casual Dresses,1001364
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6F260>,Male,Black Blue,,Long Sleeved,,Round Neck,,Athletic Sets,1001366
<PIL.Image.Image image mode=RGB size=566x566 at 0x79C77DD6DA90>,Male,,,Short Sleeves,,Collared,Printed,Polos,1001367
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6F3E0>,Female,White,Chiffon Lace,,Crochet,,Hollow-Out,Swimsuit Cover-ups,1001369
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6F680>,Male,,Nylon Polyester,,,,,Trousers,1001370
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DD6F9E0>,Female,,Knit,Long Sleeved,,V-Necks,Printed,Cardigans,1001373
<PIL.Image.Image image mode=RGB size=279x600 at 0x79C77DD6FCE0>,Male,,Cotton,,,,,,1001374
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6F980>,Female,White,Polyester Spandex,Long Sleeved,,V-Necks,Bodycon,Dresses,1001376
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6FA40>,Female,Gray,Wool,Long Sleeved,,,Pleated,Skirts,1001377
<PIL.Image.Image image mode=RGB size=400x400 at 0x79C77DD48DA0>,Female,,Denim,,,,,Skinny Jeans,1001379
<PIL.Image.Image image mode=RGB size=585x585 at 0x79C77DD6EE10>,Female,Beige Black Blue Green Pink Purple Red,Chiffon,Sleeveless,Ruffles,Round Neck,Pleated,Casual Dresses,100138
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6F860>,Female,White,Lace,Sleeveless,,Sweetheart Neckline,Bodycon,Formal Dresses,1001380
<PIL.Image.Image image mode=RGB size=599x600 at 0x79C77DD29550>,Female,Black White,Cotton,Short Sleeves,,Round Neck,Bodycon,Casual Dresses,1001381
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6ED50>,Female,White,Lace,Sleeveless,,V-Necks,Summer,Party Dresses,1001382
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DD817C0>,Female,White,,Sleeveless,,Backless Dresses,Embroidered,Crop Tops,1001383
<PIL.Image.Image image mode=RGB size=600x598 at 0x79C77DD81B20>,Female,,Chiffon,Sleeveless,Polka Dot,Round Neck,Peplum,Blouses,1001384
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD81E50>,Female,Pink,,Sleeveless,,Backless Dresses,,Tank Tops,1001385
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77DD82180>,Male,,Cotton,,Leopard And Cheetah,,Printed,Casual Pants,1001388
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD824B0>,Female,Gray Red,,Sleeveless,Ruched,Turtlenecks,Bodycon,Dresses,100139
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD80830>,Male,,Fleece,,,,,Athletic Pants,1001390
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD80530>,Male,Black Blue Red,Nylon,,,,,Swim Trunks,1001392
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD82CF0>,Female,Blue,Polyester,Long Sleeved,Floral,,Asymmetric,Cardigans,1001394
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD83020>,Female,Purple White,,Long Sleeved,,V-Necks,Bodycon,Cocktail Dresses,1001395
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD83320>,Neutral,,,Short Sleeves,,Round Neck,Printed,Costumes & Cosplay,1001398
<PIL.Image.Image image mode=RGB size=439x402 at 0x79C77DD83620>,Female,,,Sleeveless,,Shoulder Drapes,Summer,Beach & Swim Wear,1001399
<PIL.Image.Image image mode=RGB size=480x600 at 0x79C77DD83920>,Female,,,Long Sleeved,,Round Neck,Furry,,10014
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD83C50>,Female,Black Green White,Denim,,Ripped,,,,100140
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD83A40>,Female,White,Lace,Sleeveless,Crochet,V-Necks,Spaghetti Straps,Tank Tops,1001400
<PIL.Image.Image image mode=RGB size=600x578 at 0x79C77DD83D40>,Female,,Lace,Sleeveless,,V-Necks,Hollow-Out,Dresses,1001401
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD82A80>,Female,Tan,,Sleeveless,,Off The Shoulder,Tunic,Dresses,1001402
<PIL.Image.Image image mode=RGB size=333x500 at 0x79C77DD82420>,Female,,Polyester,Sleeveless,Floral,Round Neck,Pleated,Cocktail Dresses,1001404
<PIL.Image.Image image mode=RGB size=418x418 at 0x79C77DD6F440>,Female,White,Chiffon Lace,Sleeveless,,Round Neck,Peplum,Blouses,1001405
<PIL.Image.Image image mode=RGB size=597x598 at 0x79C77DD6ED80>,Female,Pink,,Sleeveless,,Round Neck,Bodycon,Dresses,1001406
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6E600>,Female,Black,,Sleeveless,,,Pleated,Skirts,1001407
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD5BCE0>,Female,,Chiffon,Sleeveless,,V-Necks,Summer,Dresses,1001408
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE63DD0>,Male,,,,,Collared,,Jackets,1001410
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD2A750>,Female,,Polyester,,,,,Yoga Pants,1001412
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD82060>,Male,,Cotton,Short Sleeves,,Round Neck,,T-Shirts,1001413
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD82780>,Female,Black Gold,,Short Sleeves,Sequins,Round Neck,Bodycon,Dresses,1001415
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD80170>,Female,,,Sleeveless,Sequins,V-Necks,Spaghetti Straps,Clubbing Dresses,1001418
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD88410>,Female,Black White,,Long Sleeved,Stripes,Turtlenecks,Bodycon,,1001419
<PIL.Image.Image image mode=RGB size=501x500 at 0x79C77DD89280>,Male,Black Blue Green Red Yellow,Cotton,Long Sleeved,Quilted,Collared,,Bubble Coats,100142
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD89640>,Female,Black,Leather,Long Sleeved,,,Pleated,Skirts,1001421
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD89940>,Female,Blue Pink White,Lace,Short Sleeves,Floral Paisley,V-Necks,Summer,Casual Dresses,1001422
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD89BE0>,Female,Black Pink Purple White,Knit Plush,Long Sleeved,,Turtlenecks,,,1001423
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD89F10>,Female,Black Blue,,Long Sleeved,,V-Necks,,Pajamas,1001424
<PIL.Image.Image image mode=RGB size=460x456 at 0x79C77DD8A240>,Female,Black Red White,,Long Sleeved,Plaid,Collared,,Blouses,1001425
<PIL.Image.Image image mode=RGB size=449x600 at 0x79C77DD8A5D0>,Female,Black,,Sleeveless,,V-Necks,Bandage,Dresses,1001426
<PIL.Image.Image image mode=RGB size=600x594 at 0x79C77DD8A8A0>,Male,,,,,,,Trousers,1001429
<PIL.Image.Image image mode=RGB size=419x600 at 0x79C77DD824E0>,Female,,Cotton,Long Sleeved,,Turtlenecks,Wrap,Dresses,1001430
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DD88D10>,Female,Blue,,,Floral,,,Trousers,1001431
<PIL.Image.Image image mode=RGB size=485x600 at 0x79C77DD8B320>,Male,Black,Leather,,,,Pleated,Skirts,1001432
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8B620>,Female,,,Long Sleeved,Camouflage,Collared,Vintage Retro,Jackets,1001434
<PIL.Image.Image image mode=RGB size=336x448 at 0x79C77DD8B9B0>,Female,Blue,Lace,Long Sleeved,,Round Neck,Embroidered,Blouses,1001436
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8BD10>,Female,Black White,Cotton,Long Sleeved,,V-Necks,,Blouses,1001437
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DD8B950>,Male,,Denim,Long Sleeved,,Collared,Printed,Dress Shirts,1001439
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DD8A300>,Female,,Cotton Polyester Spandex,Sleeveless,,Round Neck,Summer,Dresses,1001441
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8BD40>,Neutral,Green,,Short Sleeves,,Backless Dresses,,Costumes & Cosplay,1001442
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD989E0>,Female,,Leather,Long Sleeved,Quilted,Collared,,Jackets,1001443
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DD8AB10>,Female,Black Gray Red White,Cotton Polyester Spandex,Sleeveless,,Square Necked,Peplum,,1001448
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8AB70>,Female,,Chiffon,,Fringe,V-Necks,,Kimonos,1001450
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8AAB0>,Female,Gray Red,,Sleeveless,,Turtlenecks,Vintage Retro,Dresses,1001451
<PIL.Image.Image image mode=RGB size=366x510 at 0x79C77DD8A7B0>,Neutral,White,Satin,Strapless,Ruched,Sweetheart Neckline,Embroidered,Wedding Dresses,1001452
<PIL.Image.Image image mode=RGB size=484x484 at 0x79C77DD998B0>,Male,,Cotton,Short Sleeves,Ruffles,Round Neck,Printed,T-Shirts,1001453
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD99B80>,Female,,Faux Fur,,,,,Casual Shoes,1001455
<PIL.Image.Image image mode=RGB size=423x600 at 0x79C77DD99EE0>,Female,,Fleece,Long Sleeved,,Round Neck,Printed,Fashion Sets,1001459
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9A1E0>,Female,,Knit,Long Sleeved,,Turtlenecks,,,100146
<PIL.Image.Image image mode=RGB size=272x286 at 0x79C77DD8A1E0>,Female,,,Long Sleeved,,V-Necks,Peplum,Uniforms,1001460
<PIL.Image.Image image mode=RGB size=600x504 at 0x79C77DD89070>,Female,,,Long Sleeved,,Round Neck,Bodycon,Casual Dresses,1001461
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DD29A00>,Female,,,Sleeveless,,U-Necks,Spaghetti Straps,Tank Tops,1001462
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD6C4A0>,Female,,Spandex,Sleeveless,Ruched,Square Necked,Summer,Casual Dresses,1001464
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD0FF50>,Neutral,Black Red,,,,,,Yoga Pants,1001465
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DCE4AD0>,Female,,Lace,Sleeveless,,Backless Dresses,Spaghetti Straps,,1001466
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD98A70>,Female,Black,,Long Sleeved,Mesh,Backless Dresses,Hollow-Out,Bodysuits,1001467
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9A390>,Female,,,Strapless,,Sweetheart Neckline,Bodycon,Dresses,1001468
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9A570>,Female,,Polyester,Sleeveless,,Off The Shoulder,Pleated,Maternity,100147
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD993D0>,Female,Pink,,Long Sleeved,,Round Neck,Printed,Hoodies & Sweatshirts,1001470
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9A930>,Male,Black Gray Orange White,Cotton,Short Sleeves,,Round Neck,,T-Shirts,1001471
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9AC60>,Female,Beige White,Cotton,Long Sleeved,,Round Neck,Summer,Swimsuit Cover-ups,1001472
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8B890>,Neutral,,Spandex,Long Sleeved,,Round Neck,,Pullover Sweaters,1001473
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD88200>,Male,Black Multi Color,Twill,,Camouflage,,,Cargo Pants,1001474
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DD88C20>,Female,Black Blue Green Pink Purple Red White,,Long Sleeved,,Turtlenecks,,Bodysuits,1001476
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD89970>,Female,Black,Polyester,Strapless,Sequins,Sweetheart Neckline,Bodycon,Clubbing Dresses,1001478
<PIL.Image.Image image mode=RGB size=359x600 at 0x79C77DD9BBC0>,Female,,,Sleeveless,Ruched,Sweetheart Neckline,,Wedding Dresses,100148
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9B5F0>,Male,Black Blue Red,Knit,Sleeveless,,V-Necks,,,1001480
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77DD9BC80>,Female,,Chiffon,Sleeveless,Ruffles,Round Neck,Peplum,Blouses,1001481
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9BC50>,Neutral,Pink,Wool,Long Sleeved,,Collared,,Jackets,1001483
<PIL.Image.Image image mode=RGB size=591x589 at 0x79C77DBB48C0>,Female,,,,,,,Leggings,1001484
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB4BF0>,Female,Gray,,Long Sleeved,Fringe,Round Neck,,,1001485
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9ADB0>,Neutral,Black,,,,Sweetheart Neckline,,Corsets,1001486
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9B020>,Female,,Chiffon,Long Sleeved,Floral,Collared,,,1001488
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DD9AB40>,Male,,Cotton,,,,,Sweatpants,1001489
<PIL.Image.Image image mode=RGB size=421x600 at 0x79C77DD9AA50>,Female,,,,Ripped,,,Leggings,100149
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB5C40>,Neutral,White,Lace,Strapless,Crochet,Off The Shoulder,Bodycon,Dresses,1001491
<PIL.Image.Image image mode=RGB size=518x600 at 0x79C77DBB5FD0>,Female,Blue,,Long Sleeved,,V-Necks,Bodycon,Blouses,1001493
<PIL.Image.Image image mode=RGB size=397x595 at 0x79C77DBB6300>,Female,Black,,,,,Criss Cross,Thigh Highs,1001494
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB6600>,Female,,Knit,Long Sleeved,,Turtlenecks,Vintage Retro,Cardigans,1001495
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB6930>,Female,Red,Lace Silk,,,,,Thongs,1001496
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77DBB6C30>,Female,,Nylon Spandex,,Geometric,,,Bikinis,1001497
<PIL.Image.Image image mode=RGB size=427x600 at 0x79C77DBB4E30>,Male,,Fleece,Long Sleeved,,Round Neck,Printed,Hoodies & Sweatshirts,1001498
<PIL.Image.Image image mode=RGB size=483x600 at 0x79C77DBB4440>,Female,,,Sleeveless,,Backless Dresses,Bandage,Jumpsuits Overalls & Rompers,1001499
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB7470>,Female,,Lace,,Mesh,,Embroidered,Nightgowns,100150
<PIL.Image.Image image mode=RGB size=600x599 at 0x79C77DBB7770>,Neutral,,,,,Sweetheart Neckline,,Petticoats,1001501
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD9ABD0>,Male,,Cotton,Short Sleeves,Galaxy,Round Neck,Printed,T-Shirts,1001503
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD99940>,Female,Black Purple White,Polyester Spandex,Strapless,Leopard And Cheetah,,,Swimsuits,1001506
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD99070>,Female,,Velvet,Long Sleeved,,,,Athletic Sets,1001507
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD4BE00>,Female,,,Sleeveless,Leopard And Cheetah,Round Neck,Peplum,Vests,1001508
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD81040>,Neutral,Blue,,,,Off The Shoulder,Summer,Cocktail Dresses,1001509
<PIL.Image.Image image mode=RGB size=447x600 at 0x79C77DD8A1B0>,Female,Black,,Sleeveless,,Sweetheart Neckline,,Swimsuits,100151
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD82570>,Female,White,,Short Sleeves,Mesh,Round Neck,Printed,Crop Tops,1001511
<PIL.Image.Image image mode=RGB size=543x600 at 0x79C77DBB6360>,Male,Blue,Faux Fur,,Quilted,,Furry,Bubble Coats,1001512
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB58B0>,Female,,,Long Sleeved,,,,Fashion Sets,1001513
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB4500>,Female,Gray,Cotton,Sleeveless,,Round Neck,Spaghetti Straps,Tank Tops,1001514
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB7EF0>,Female,,Spandex,,Camouflage,,,Yoga Pants,1001515
<PIL.Image.Image image mode=RGB size=450x600 at 0x79C77DBB5640>,Female,,,Sleeveless,,Sweetheart Neckline,Bodycon,Formal Dresses,1001516
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB7C50>,Female,Black Blue Red,,,,,,Trousers,1001517
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DBB7F20>,Neutral,,Polyester,Sleeveless,,Round Neck,,Costumes & Cosplay,1001518
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC0AD0>,Female,,Chiffon,Long Sleeved,,Off The Shoulder,Spaghetti Straps,Dresses,1001519
<PIL.Image.Image image mode=RGB size=555x572 at 0x79C77DBC0E30>,Female,Yellow,Cotton,Sleeveless,,Round Neck,Summer,Casual Dresses,100152
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB7A40>,Male,Black Blue Gray Red White,Cotton,,,Collared,,Dress Shirts,1001520
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD8A9C0>,Female,,Spandex,,,,,Swimsuits,1001522
<PIL.Image.Image image mode=RGB size=296x350 at 0x79C77DBB7AD0>,Female,Black,Chiffon,Sleeveless,,Round Neck,Hollow-Out,Casual Dresses,1001525
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DD88E90>,Female,Black Blue,Denim,Long Sleeved,,Round Neck,,Jackets,1001527
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC1E20>,Female,,Wool,Long Sleeved,,V-Necks,Peplum,Peacoats,1001528
<PIL.Image.Image image mode=RGB size=514x509 at 0x79C77DBC2120>,Female,,Knit,Long Sleeved,,Shoulder Drapes,,,100153
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DBC24B0>,Male,Gray,Cotton,Short Sleeves,,Collared,,Polos,1001530
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DBC27B0>,Female,,,Sleeveless,,Backless Dresses,Spaghetti Straps,Blouses,1001531
<PIL.Image.Image image mode=RGB size=600x421 at 0x79C77DBC2A80>,Female,Black White,,Long Sleeved,,Round Neck,,Hoodies & Sweatshirts,1001535
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC2DB0>,Male,White,Cotton,Short Sleeves,,Round Neck,,T-Shirts,1001536
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DBC1100>,Female,,Lace,Sleeveless,Crochet Floral,Shoulder Drapes,,Tube Tops,1001538
<PIL.Image.Image image mode=RGB size=600x480 at 0x79C77DBC08F0>,Female,,,,,,,Uniforms,1001539
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC3710>,Female,,Faux Fur,Long Sleeved,Quilted,,Furry,,1001540
<PIL.Image.Image image mode=RGB size=400x400 at 0x79C77DBC3A70>,Female,,Chiffon Tulle,,Floral,,Pleated,Skirts,1001541
<PIL.Image.Image image mode=RGB size=590x600 at 0x79C77DBC3D70>,Female,,,Short Sleeves,Leopard And Cheetah,Round Neck,Printed,T-Shirts,1001544
<PIL.Image.Image image mode=RGB size=300x600 at 0x79C77DBC3A10>,Female,Black Blue Red White Yellow,Chiffon,Long Sleeved,,V-Necks,Vintage Retro,,1001545
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC3AD0>,Neutral,,,,Camouflage,,,Raincoats,1001546
<PIL.Image.Image image mode=RGB size=328x543 at 0x79C77DBC3DA0>,Female,,,Sleeveless,,V-Necks,Bodycon,Dresses,1001547
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DBCCA40>,Female,Black Red,Lace,Long Sleeved,,V-Necks,Bodycon,Party Dresses,1001548
<PIL.Image.Image image mode=RGB size=414x600 at 0x79C77DBCCDA0>,Female,Black,Polyester,Short Sleeves,,,Pleated,Skirts,1001549
<PIL.Image.Image image mode=RGB size=350x500 at 0x79C77DD89760>,Female,Yellow,Polyester,Strapless,,V-Necks,Summer,Casual Dresses,100155
<PIL.Image.Image image mode=RGB size=470x600 at 0x79C77DD83500>,Neutral,Black,Polyester Rayon,,Stripes,Round Neck,Bodycon,,1001551
<PIL.Image.Image image mode=RGB size=304x374 at 0x79C77DBB7620>,Male,,Cotton,Short Sleeves,,Collared,,Dress Shirts,1001552
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DD99670>,Female,,,,,,,Shorts,1001555
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB5250>,Female,White,,Long Sleeved,,Collared,Embroidered,,1001558
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBB5AF0>,Female,,Wool,,,Turtlenecks,Vintage Retro,Jackets,1001559
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC3830>,Male,,Cotton,,Galaxy,Round Neck,,Hoodies & Sweatshirts,100156
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC13A0>,Female,,Polyester Spandex,Long Sleeved,,Off The Shoulder,Tunic,Casual Dresses,1001560
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC1E80>,Female,Black Blue,Satin,Long Sleeved,,,,Pajamas,1001561
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DBC27E0>,Female,,Cotton,Short Sleeves,,Round Neck,Pleated,Dresses,1001562
